DMS_id,UniProt_ID,selection_type,spearman,n_variants
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Activity,0.15062074248645066,2999
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Stability,0.109753558370108,1025
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,Stability,-0.18227222167687945,1279
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,OrganismalFitness,0.0653144227986589,10715
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,OrganismalFitness,-0.05161228433321628,15711
ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,OrganismalFitness,0.26447461644130527,375
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,Stability,0.2702871675728585,1459
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,OrganismalFitness,0.11443179755392938,3181
RL40A_YEAST_Mavor_2016,RL40A_YEAST,OrganismalFitness,0.1441771824278097,1253
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Binding,0.1731532112344619,3344
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Expression,0.14863890392439932,3344
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Expression,0.15910054563764026,8756
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Expression,0.3085516543104329,9803
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Stability,0.4600735172229319,1461
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,OrganismalFitness,0.07532841134267279,1700
DLG4_RAT_McLaughlin_2012,DLG4_RAT,Binding,0.19860990443306467,1576
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,Stability,-0.03599462510816808,1019
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,OrganismalFitness,0.21066804250573468,7889
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Stability,0.19434349044644816,1944
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,OrganismalFitness,0.22310199632033298,4996
LGK_LIPST_Klesmith_2015,LGK_LIPST,Activity,0.1850100454448519,7890
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Stability,0.20061022376542934,2033
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,Binding,-0.09719182247699744,3761
SRC_HUMAN_Ahler_2019,SRC_HUMAN,Activity,0.230570671480686,3372
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,Activity,0.1143149875806975,2315
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Activity,0.2504118933895353,7800
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Stability,0.03852531865776018,635
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,Expression,0.1654008366232522,8396
OPSD_HUMAN_Wan_2019,OPSD_HUMAN,Expression,0.20540514548215624,165
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,Activity,0.1867597462504169,637
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,OrganismalFitness,0.3692700370973802,63366
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,OrganismalFitness,0.05709888666411384,16853
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Stability,0.3186018710333472,1261
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,Activity,0.03276231266578662,6963
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1_HUMAN,OrganismalFitness,0.06973823544892623,297
RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,Activity,0.024785692938038353,351
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,Stability,0.07413437765830429,1380
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Stability,0.3101518232773681,1579
ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,Expression,0.4636342295571162,326
CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,OrganismalFitness,0.32578841373135214,42328
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,Activity,0.23784420920076574,11576
MK01_HUMAN_Brenan_2016,MK01_HUMAN,OrganismalFitness,0.015694279958240465,6809
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,OrganismalFitness,0.11778497481698993,1154
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,Expression,0.13832557176210136,5083
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,Expression,0.10378680994933129,3648
F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,OrganismalFitness,-0.15475801213493318,9192
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Activity,-0.019454872444756636,33510
RNC_ECOLI_Weeks_2023,RNC_ECOLI,Activity,0.2043710428040882,4277
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,Stability,-0.028812877785871313,1890
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,B2L11_HUMAN,Binding,0.15917542846376007,170
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,Activity,-0.008962222969962767,31401
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Stability,0.20402427140057552,1824
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,Activity,0.04342432130055798,8117
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,Stability,0.06278929192660979,1580
CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,Expression,0.3232626745096756,6370
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Stability,0.053507098064380025,2568
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,OrganismalFitness,0.0697283358243996,10754
BRCA2_HUMAN_Erwood_2022_HEK293T,BRCA2_HUMAN,OrganismalFitness,-0.07043147893482403,265
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,Stability,-0.10681431512347382,1451
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,Activity,0.11902051528402033,7260
OTC_HUMAN_Lo_2023,OTC_HUMAN,Activity,0.20980189271213984,1570
RPC1_LAMBD_Li_2019_low-expression,RPC1_LAMBD,Activity,-0.002005774788789239,351
CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,OrganismalFitness,0.04010657864002579,2374
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Stability,-0.14262079774785683,802
SPG1_STRSG_Wu_2016,SPG1_STRSG,Binding,0.029434732306655356,149360
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Stability,0.27943783887808227,1058
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,Stability,0.04002981912979197,1010
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Stability,-0.2740577147353331,2282
KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,Activity,0.05146197953227342,200
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Activity,0.06591523249409842,697
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Stability,0.135679296359591,3197
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,Expression,0.10428754685199287,6917
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,Stability,0.27898325636844473,1237
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,Stability,-0.29141130832256,2116
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,Stability,0.2606863358858459,2300
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Activity,0.25453920070082375,3134
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Stability,-0.2040381502442491,5130
